,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
1428,1783194,4,MA,21,H4168,B,1,H,51,H,51,"Relative to creditable service for Abby Levin, a member of the Massachusetts Teachers’ Retirement System","Relative to creditable service for Abby Levin, a member of the Massachusetts Teachers’ Retirement System"
1429,1736001,1,MA,21,S548,B,1,S,52,S,52,Protecting dogs at boarding kennels and daycare facilities,For legislation relative to rules and regulations governing boarding kennels and daycare facilities for dogs. Environment and Natural Resources.
1430,1736591,1,MA,21,S1206,B,1,S,52,S,52,To reinvest justice and opportunity in communities affected by incarceration,For legislation to reinvest justice and opportunity in communities affected by incarceration. Labor and Workforce Development.
1431,1847946,1,MA,21,H4392,B,1,H,51,H,51,Relative to substance exposed newborns,Relative to substance exposed newborns
1432,1738681,1,MA,21,H869,B,1,H,51,H,51,Establishing the municipal reforestation program,For legislation to establish a municipal reforestation program within the Executive Office of Energy and Environmental Affairs. Environment and Natural Resources.
1433,1884089,1,MA,21,H4830,B,1,H,51,H,51,Ending hedge fund control of homes in Massachusetts,For legislation to establish an excise tax for certain applicable taxpayers in excess of the maximum permissible for single-family residences. Revenue.
1434,1735620,1,MA,21,S102,B,1,S,52,S,52,Relative to bias-free child removals,"For legislation to authorize the Department of Children and Families to develop a bias-free child review team to review emergency child removals. Children, Families and Persons with Disabilities."
1435,1752585,4,MA,21,H3720,B,1,H,51,H,51,Authorizing the town of Wrentham to exempt the position of Deputy Fire Chief from civil service,That the town of Wrentham be authorized to exempt the position of deputy fire chief of said town from certain provisions of the civil service law. Public Service. [Local Approval Received.]
1436,1739843,1,MA,21,H2463,B,1,H,51,H,51,Relative to the Department of Youth Services,Relative to the retirement group of certain employees of the Department of Youth Services. Public Service.
1437,1735398,1,MA,21,S229,B,1,S,52,S,52,Resolve providing for an investigation and study by a special commission relative to protein innovation in Massachusetts,Relative to protein innovation in Massachusetts. Economic Development and Emerging Technologies.
1438,1854465,1,MA,21,H4416,B,1,H,51,H,51,"Relative to the training, assessment, and assignment of qualified school interpreters in educational settings","Relative to the training, assessment, and assignment of qualified school interpreters in educational settings"
1439,1878211,1,MA,21,H4643,B,1,H,51,H,51,Enhancing the market review process,Enhancing the market review process
1440,1856133,2,MA,21,H4447,B,1,H,51,H,51,Authorizing the Division of Capital Asset Management and Maintenance to convey a certain portion of the Gardner Heritage State Park to the city of Gardner,Authorizing the Division of Capital Asset Management and Maintenance to convey a certain portion of the Gardner Heritage State Park to the city of Gardner
1441,1733636,1,MA,21,S1616,B,1,S,52,S,52,Relative to creditable service for elected officials,For legislation relative to creditable service for elected officials. Public Service.
1442,1737202,1,MA,21,S2015,B,1,S,52,S,52,Relative to Massachusetts time zones and sunshine protection,For legislation relative to Massachusetts time zones. State Administration and Regulatory Oversight.
1443,1736753,1,MA,21,S403,B,1,S,52,S,52,"To improve resilience in older adults and people with disabilities during public health, environmental or technological emergencies","For legislation to improve resilience in older adults and people with disabilities during public health, environmental or technological emergencies. Elder Affairs."
1444,1874304,1,MA,21,H4579,B,1,H,51,H,51,Similar Bills,Similar Bills
1445,1738606,1,MA,21,H1051,B,1,H,51,H,51,Relative to establishing a financial technology task force,For legislation to establish a special task force (including members of the General Court) to review and report on the financial impact of financial technology operations and current bank charter regulations. Financial Services.
1446,1750821,1,MA,21,H3593,B,1,H,51,H,51,Relative to certified translations,Relative to certified translations in court proceedings. The Judiciary.
1447,1736622,1,MA,21,S1136,B,1,S,52,S,52,Relative to domestic violence reports and confidentiality,For legislation relative to domestic violence reports and confidentiality. The Judiciary.
1448,1885438,2,MA,21,H4972,B,1,H,51,H,51,Requiring automated external defibrillators at sporting events.,Requiring automated external defibrillators at sporting events.
1449,1733542,1,MA,21,S361,B,1,S,52,S,52,Expanding high school student access to earn industry recognized credentials,For legislation to expand high school student access to earn industry recognized credentials. Education.
1450,1739306,1,MA,21,H1242,B,1,H,51,H,51,Providing equitable access to behavioral health services for MassHealth consumers,Relative to providing equitable access to behavioral health services for MassHealth consumers. Health Care Financing.
1451,1742067,1,MA,21,H1593,B,1,H,51,H,51,Relative to the defense of private property rights through the prevention of abusive eminent domain takings in the Commonwealth,Relative to the defense of private property rights through the prevention of abusive eminent domain takings. The Judiciary.
1452,1783483,1,MA,21,H4173,B,1,H,51,H,51,Relative to dark money in local government,Relative to disclosure and regulation of campaign expenditures and contributions for certain town meeting articles. Election Laws.
1453,1736491,1,MA,21,S1303,B,1,S,52,S,52,Establishing a Municipal Building Assistance Program and Building Authority,For legislation relative to a Municipal Building Assistance Program and Building Authority. Municipalities and Regional Government.
1454,1742078,1,MA,21,H1427,B,1,H,51,H,51,Relative to the assault on and aggravated harassment of sports officials,Relative to assault upon and aggravated harassment of sports officials. The Judiciary.
1455,1737247,1,MA,21,S704,B,1,S,52,S,52,Prohibiting discrimination against 340b drug discount program participants,For legislation to prohibit discrimination against 340b drug discount program participants. Financial Services.
1456,1738739,1,MA,21,H2913,B,1,H,51,H,51,To extend the Brownfields tax credit,For legislation to extend the Brownfields tax credit. Revenue.
1457,1896414,1,MA,21,H5135,B,1,H,51,H,51,Study Order,Relative to retirement plans.
1458,1734003,1,MA,21,S1588,B,1,S,52,S,52,Relative to safety of officers by requiring interior lights in automobiles to be on during stops,For legislation relative to safety of officers by requiring interior lights in automobiles to be on during stops. Public Safety and Homeland Security.
1459,1750849,1,MA,21,H3677,B,1,H,51,H,51,Establishing solar neighborhoods,"Relative to establishing solar neighborhoods. Telecommunications, Utilities and Energy."
1460,1885785,1,MA,21,S2938,B,1,S,52,S,52,Governor's amendment -- disposition of certain property in the town of Upton,"Message from Her Excellency the Governor (pursuant to Article LVI, as amended by Article XC, Section 3 of the Amendments to the Constitution of the Commonwealth of Massachusetts) returning with recommendation of amendment the engrossed Bill providing of the disposition of certain property in the town of Upton (Senate, No. 2933)"
1461,1740334,1,MA,21,H3041,B,1,H,51,H,51,Relative to minority participation goals in exclusive contracts,Relative to minority participation goals for sub-contractors hired by the exclusive contract to provide services. State Administration and Regulatory Oversight.
1462,1781729,4,MA,21,H4146,B,1,H,51,H,51,"Authorizing the continued employment of Glenn Davis, the Fire Chief of the town of Lynnfield","That the town of Lynnfield be authorized to continue the employment of Glenn Davis, the fire chief of said town. Public Service. [Local Approval Received.]"
1463,1741434,1,MA,21,H1771,B,1,H,51,H,51,Relative to parental visitation and custody for children of rape victims,Relative to parental visitation and custody for children of rape victims. The Judiciary.
1464,1739882,1,MA,21,H2027,B,1,H,51,H,51,Relative to puppy mills,Relative to commercial breeder dog kennels. Municipalities and Regional Government.
1465,1737534,1,MA,21,H483,B,1,H,51,H,51,Relative to wages for substitute teacher,Relative to wages for substitute teachers. Education.
1466,1701662,1,MA,21,H41,B,1,H,51,H,51,Proposal for a legislative amendment to the Constitution relative to agricultural and horticultural lands,Relative to agricultural and horticultural lands. Revenue.
1467,1739076,1,MA,21,H1139,B,1,H,51,H,51,Relative to insurance coverage for doula services,Relative to insurance coverage for doula services. Financial Services.
1468,1738246,1,MA,21,H304,B,1,H,51,H,51,Relative to notification of alcohol by volume in beers to be consumed on the premises,Relative to notification of alcohol by volume in beers to be consumed on the premises. Consumer Protection and Professional Licensure.
1469,1682652,1,MA,21,H51,B,1,H,51,H,51,"Financing the immediate economic revitalization, community development, and housing needs of the Commonwealth","Financing the immediate economic revitalization, community development, and housing needs of the Commonwealth"
1470,1771282,4,MA,21,H3909,B,1,H,51,H,51,Relative to the town of Plymouth’s Facilities Improvement Fund,Relative to the facilities improvement fund in the town of Plymouth. Municipalities and Regional Government. [Local Approval Received.]
1471,1735733,1,MA,21,S470,B,1,S,52,S,52,To improve notice requirements of hazardous waste release,For legislation to improve notice requirements of hazardous waste release. Environment and Natural Resources.
1472,1739033,1,MA,21,H1067,B,1,H,51,H,51,Providing insurance coverage for biennial echocardiogram and concussion analysis for persons under the age of 18,Relative to providing insurance coverage for biennial echocardiograms and concussion analyses for persons under eighteen years of age. Financial Services.
1473,1734028,1,MA,21,S519,B,1,S,52,S,52,Relative to ivory and rhinoceros horn trafficking,For legislation relative to ivory and rhonoceros horn trafficking. Environment and Natural Resources.
1474,1739125,1,MA,21,H1113,B,1,H,51,H,51,Relative to real estate disclosure forms,Relative to real estate disclosure forms. Financial Services.
1475,1742532,1,MA,21,H1894,B,1,H,51,H,51,Clarifying the prevailing wage law,"For legislation to place the inspection, testing and repair of fire protection systems under the prevailing wage law. Labor and Workforce Development."
1476,1841002,1,MA,21,H4327,B,1,H,51,H,51,To modify the rules for taking depositions outside the Commonwealth and to adopt the uniform interstate depositions and discovery act,To modify the rules for taking depositions outside the Commonwealth and to adopt the uniform interstate depositions and discovery act
1477,1742503,1,MA,21,H1896,B,1,H,51,H,51,To modify weekly workers' compensation disability benefits,For legislation to modify weekly workers' compensation disability benefits. Labor and Workforce Development.
1478,1736596,1,MA,21,S1140,B,1,S,52,S,52,Relative to dangerousness hearings,For legislation relative to dangerousness hearings. The Judiciary.
1479,1733577,1,MA,21,S1054,B,1,S,52,S,52,To provide compensation for loss of income for victims of forced labor and sexual servitude,For legislation to provide compensation for loss of income for victims of forced labor and sexual servitude. The Judiciary.
1480,1741322,1,MA,21,H2857,B,1,H,51,H,51,Providing for regional land assessment values for a certain regional airport,Relative to regional assessment values for Beverly airport land in the town of Danvers. Revenue.
1481,1737600,1,MA,21,H1090,B,1,H,51,H,51,Relative to transportation network company fees,Relative to transportation network company fees. Financial Services.
1482,1734017,1,MA,21,S455,B,1,S,52,S,52,Addressing noise issues of migratory game hunters near coastal dwellings,For legislation to address noise issues of migratory game hunters near coastal dwellings. Environment and Natural Resources.
1483,1739256,1,MA,21,H826,B,1,H,51,H,51,"Banning the retail sale of dogs, cats, and rabbits in new pet shops",For legislation to further regulate the retail sale of certain domestic animals in new pet shops. Environment and Natural Resources.
1484,1733540,1,MA,21,S1427,B,1,S,52,S,52,Relative to improving outcomes for sudden cardiac arrest,For legislation to improve outcomes for sudden cardiac arrest. Public Health.
1485,1735786,1,MA,21,S558,B,1,S,52,S,52,To eliminate hydraulic fracturing in the Commonwealth,For legislation to eliminate hydraulic fracturing in the Commonwealth. Environment and Natural Resources.
1486,1880136,1,MA,21,H4658,B,1,H,51,H,51,Relative to Massachusetts Credit Union Share Insurance Corporation,Relative to Massachusetts Credit Union Share Insurance Corporation
1487,1737283,1,MA,21,S1077,B,1,S,52,S,52,Improving protections relative to domestic violence,For legislation to improve protections relative to domestic violence. The Judiciary.
1488,1742428,1,MA,21,H2202,B,1,H,51,H,51,Establishing a commission to study the encouragement of organ donation,Relative to establishing a commission (including members of the General Court) to study the encouragement of organ donation. Public Health.
1489,1738528,1,MA,21,H458,B,1,H,51,H,51,Relative to parental rights in education,Relative to parental rights in education. Education.
1490,1885651,1,MA,21,H4960,B,1,H,51,H,51,Similar Bills,Similar Bills
1491,1735907,1,MA,21,S349,B,1,S,52,S,52,Creating a grant program on alternative assessment models,For legislation to create a grant program on alternative assessment models. Education.
1492,1742843,1,MA,21,H1298,B,1,H,51,H,51,Relative to senior and non-elderly disabled housing,Relative to establishing an advisory commission to study the best practices and safety protocols of state subsidized senior and non-elderly disabled housing. Housing.
1493,1733713,1,MA,21,S2038,B,1,S,52,S,52,Establishing a special commission to study the feasibility of incorporating conductive concrete in future public works projects,For legislation to establish a special commission to study the feasibility of incorporating conductive concrete in future public works projects. State Administration and Regulatory Oversight.
1494,1740628,1,MA,21,H2597,B,1,H,51,H,51,Correcting credible service in the retirement system for elected officials,Relative to credible service in the retirement system for elected officials. Public Service.
1495,1736495,1,MA,21,S1064,B,1,S,52,S,52,Removing the charitable immunity cap,For legislation relative to the limitation of tort liability on charitable organizations. The Judiciary.
1496,1848001,1,MA,21,H4389,B,1,H,51,H,51,Providing immediate child care assistance to homeless families,Providing immediate child care assistance to homeless families
1497,1740299,1,MA,21,H2378,B,1,H,51,H,51,Relative to the POST Commission,Relative to the Massachusetts peace officer standards and training commission. Public Safety and Homeland Security.
1498,1736143,1,MA,21,S1445,B,1,S,52,S,52,Relative to the safety of Autistic and Alzheimer's individuals,For legislation relative to the safety of Autistic and Alzheimer's individuals. Public Health.
1499,1735683,1,MA,21,S247,B,1,S,52,S,52,To remodel public school athletics through social-emotional learning,For legislation relative to remodel public school athletics through social-emotional learning. Education.
1500,1781811,1,MA,21,S2485,B,1,S,52,S,52,Authorizing the town of Tewksbury to lease the Trahan Elementary School for a term of years not exceeding 99 years,For legislation to authorize the town of Tewksbury to lease the Trahan Elementary School for a term of years not exceeding 99 years. Municipalities and Regional Government. [Local Approval Received.]
1501,1739659,1,MA,21,H2634,B,1,H,51,H,51,Relative to victim witness advocate retirement classification,Relative to victim witness advocate retirement classification. Public Service.
1502,1742407,1,MA,21,H3079,B,1,H,51,H,51,Promoting governmental efficiency,Relative to open meeting law complaints. State Administration and Regulatory Oversight.
1503,1735709,1,MA,21,S765,B,1,S,52,S,52,To promote graduate medical education,For legislation to require MassHealth to make Graduate Medical Education payments. Health Care Financing.
1504,1875699,1,MA,21,S2757,B,1,S,52,S,52,Relative to the humane protection of animals,"For legislationfor legislation relative to the humane protection of animals and establishing a task force to complete a systematic review of the laws pertaining to animal cruelty and protection, report the accompanying bill (Senate, No. 2757)."
1505,1742450,1,MA,21,H1404,B,1,H,51,H,51,Protecting homeowners from unnecessary foreclosures,Relative to protecting homeowners from unnecessary foreclosures. The Judiciary.
1506,1739286,1,MA,21,H749,B,1,H,51,H,51,Instructing the Massachusetts Department of Fish & Game to study the feasibility of repurposing the former Moon Island Sewage Treatment Plant for the purposes of fish and shellfish farms,Relative to directing the Department of Fish and Game to study the feasibility of re-purposing the former Moon Island Sewage Treatment Plant for use as a fish and shellfish farm. Environment and Natural Resources.
1507,1740233,1,MA,21,H3313,B,1,H,51,H,51,"Relative to the maintenance of private ways, bridges, and common amenities in municipalities","Relative to the maintenance of private ways, bridges, and common amenities in municipalities. Transportation."
1508,1738965,1,MA,21,H651,B,1,H,51,H,51,Relative to promoting innovation in elder care services,Relative to promoting innovation in elder care nursing facilities and services. Elder Affairs.
1509,1738167,1,MA,21,H488,B,1,H,51,H,51,To eliminate the use of the mcas for high school graduation,For legislation to eliminate the use of the Massachusetts Comprehensive Assessment System Test for high school graduation. Education.
1510,1736431,1,MA,21,S139,B,1,S,52,S,52,Establishing the MassMade Program,For legislation to establish the MassMade Program. Community Development and Small Businesses.
1511,1738772,1,MA,21,H3260,B,1,H,51,H,51,Providing for a study to be conducted on the cost feasibility of implementing a ferry service to Long Island in Boston Harbor,Relative to the cost of implementing a ferry service to Long Island in Boston Harbor. Transportation.
1512,1739348,1,MA,21,H1106,B,1,H,51,H,51,Relative to the regulation of money transmission by the Division of Banks,For legislation to further regulate certain money transmissions. Financial Services.
1513,1736327,1,MA,21,S1270,B,1,S,52,S,52,Relative to protective custody,"For legislation relative to protective custody. Mental Health, Substance Use and Recovery."
1514,1741585,1,MA,21,H2829,B,1,H,51,H,51,Relative to improving the efficiency of the state low income housing tax credit,Relative to the low income housing tax credit. Revenue.
1515,1737321,1,MA,21,S1257,B,1,S,52,S,52,Relative to requiring insurance providers cover a minimum of 30 days for in-patient substance abuse treatment,"For legislation to require insurance providers cover a minimum of 30 days for in-patient substance abuse treatment. Mental Health, Substance Use and Recovery."
1516,1736195,1,MA,21,S665,B,1,S,52,S,52,Relative to specialty medications and patient safety,For legislation relative to specialty medications and patient safety. Financial Services.
1517,1749408,1,MA,21,H3552,B,1,H,51,H,51,Relative to zoning voting thresholds,Relative to zoning voting thresholds. Municipalities and Regional Government.
1518,1777568,1,MA,21,H4089,B,1,H,51,H,51,To allow the Wrentham Board of Selectmen to increase the number of alcohol licenses for on-premises consumption for the town of Wrentham by 7,That the town of Wrentham be authorized to grant seven additional licenses for the sale of all alcoholic beverages to be drunk on the premises in said town. Consumer Protection and Professional Licensure. [Local Approval Received.]
1519,1735758,1,MA,21,S595,B,1,S,52,S,52,To strengthen the control of contagious and infectious diseases in the Commonwealth,For legislation to strengthen the control of contagious and infectious diseases in the Commonwealth. Financial Services.
1520,1899699,1,MA,21,H5155,B,1,H,51,H,51,Similar Bills,Similar Bills
1521,1742570,1,MA,21,H2646,B,1,H,51,H,51,Relative to creditable service for Stephen Gerald Roche,"By Representative Robertson of Tewksbury, a petition of David Allen Robertson that the State Retirement Board grant certain creditable service for retirement purposes to Stephen Gerald Roche. Public Service."
1522,1735473,1,MA,21,S1900,B,1,S,52,S,52,Increasing the property tax exemption for disabled veterans,For legislation to increase the property tax exemption for disabled veterans. Revenue.
1523,1741479,1,MA,21,H2057,B,1,H,51,H,51,To prohibit licensing by the Department of Environmental Protection at the WIN Waste Innovations facility in the town of Saugus,Relative to the licensing of a third burner at the Wheelabrator facility in the town of Saugus. Municipalities and Regional Government.
1524,1738209,1,MA,21,H1206,B,1,H,51,H,51,Establishing a commission to review contracts between pharmaceutical benefit managers and MassHealth,Relative to contracts between the MassHealth program and pharmaceutical benefit managers. Health Care Financing.
1525,1736690,1,MA,21,S1988,B,1,S,52,S,52,Relative to government efficiency,For legislation to create a behavioral science insights policy directive. State Administration and Regulatory Oversight.
1526,1740924,1,MA,21,H3471,B,1,H,51,H,51,Relative to the enhancement of child safety,Relative to motor vehicle inspections of safety lights on ice cream trucks. Transportation.
1527,1740273,1,MA,21,H1547,B,1,H,51,H,51,To improve protections relative to domestic violence,Relative to domestic violence protections. The Judiciary.
1528,1739116,1,MA,21,H203,B,1,H,51,H,51,Protecting vulnerable adults from financial exploitation,"Relative to financial exploitation of certain adults with disabilities. Children, Families and Persons with Disabilities."
1529,1750867,1,MA,21,H3688,B,1,H,51,H,51,Relative to the Energy Facilities Siting Board,"Relative to the Energy Facilities Siting Board. Telecommunications, Utilities and Energy."
1530,1739699,1,MA,21,H3057,B,1,H,51,H,51,Relative to timely decisions by awarding authorities,For legislation relative to timely decisions by awarding authorities. State Administration and Regulatory Oversight.
1531,1740641,1,MA,21,H1756,B,1,H,51,H,51,Ensuring integrity in juvenile interrogations,For legislation to prohibit the use of deception during juvenile custodial interrogations. The Judiciary.
1532,1857329,1,MA,21,S2592,B,1,S,52,S,52,Relative to housing court jurisdiction,"For legislation relative to housing court jurisdiction; and of Sarah K. Peake relative to the jurisdiction of the Housing Court, report the accompanying bill (Senate, No. 2592)."
1533,1738774,1,MA,21,H1084,B,1,H,51,H,51,Relative to applied behavioral analysis therapy,Relative to applied behavioral analysis therapy healthcare coverage. Financial Services.
1534,1741069,1,MA,21,H3219,B,1,H,51,H,51,Supporting load aggregation programs in the Commonwealth.,"Relative to electricity load aggregation programs. Telecommunications, Utilities and Energy."
1535,1885352,2,MA,21,S2924,B,1,S,52,S,52,Exempting the position of Deputy Police Chief in the city of Amesbury from the civil service law,For legislation to exempt the position of Deputy Police Chief in the city of Amesbury from the civil service law. Public Service. [Local Approval Received.]
1536,1741315,1,MA,21,H3185,B,1,H,51,H,51,Relative to replacement plans,"Relative to alternate gas meter replacement plans. Telecommunications, Utilities and Energy."
1537,1738829,1,MA,21,H1204,B,1,H,51,H,51,Relative to establishing a health safety net task force,For legislation to establish a health safety net task force (including members of the General Court) to study reimbursement for dental care and healthcare provided by hospitals and accredited teaching institutions to MassHealth members. Health Care Financing.
1538,1775072,4,MA,21,H4006,B,1,H,51,H,51,"Establishing a sick leave bank for Kimberly Riggins, an employee of the Department of Correction","For legislation to establish a sick leave bank for Kimberly Riggins, an employee of the Department of Correction. Public Service."
1539,1740344,1,MA,21,H2951,B,1,H,51,H,51,Establishing a property tax exemption for members of the National Guard,For legislation to establish a property tax exemption for members of the National Guard. Revenue.
1540,1738795,1,MA,21,H1143,B,1,H,51,H,51,To improve the health insurance prior authorization process,Relative to the health insurance prior authorization process. Financial Services.
1541,1740693,1,MA,21,H2890,B,1,H,51,H,51,Providing for line-of-duty death benefits for firefighters,Relative to property tax exemptions for real estate of survivors of certain police officer and firefighters who died in the line of duty. Revenue.
1542,1753993,1,MA,21,H3723,B,1,H,51,H,51,Establishing a year-round market rate rental housing trust in the town of Truro,That the town of Truro be authorized to establish a year-round market rate rental housing trust in said town. Housing. [Local Approval Received.]
1543,1733535,1,MA,21,S1633,B,1,S,52,S,52,Relative to providing for domestic partners through public employee pensions,For legislation to provide for domestic partners through public employee pensions. Public Service.
1544,1736979,1,MA,21,S1407,B,1,S,52,S,52,To create equitable approaches to public health,For legislation to create equitable approaches to public health. Public Health.
1545,1750996,1,MA,21,H3623,B,1,H,51,H,51,Relative to autopsy reports by the medical examiner,Relative to autopsy reports by the medical examiner. Public Health.
1546,1739398,1,MA,21,H1371,B,1,H,51,H,51,To prohibit landlords and brokers from requiring broker's commissions to be paid by a tenant or prospective tenant,That the city of Northampton be authorized to prohibit landlords and brokers from requiring broker's commissions to be paid by tenants or prospective tenants. Housing. [Local Approval Received.]
1547,1797273,2,MA,21,S2546,B,1,S,52,H,51,Expanding wheelchair warranty protections for consumers with disabilities,Expanding wheelchair warranty protections for consumers with disabilities
1548,1740822,1,MA,21,H1842,B,1,H,51,H,51,Requiring OSHA training,For legislation to require that certain construction industry employers provide occupational safety and health administration training to employees. Labor and Workforce Development.
1549,1739091,1,MA,21,H1119,B,1,H,51,H,51,To ensure consumer cost protection under the dental medical loss ratio,Relative to consumer cost protections under the dental medical loss ratio. Financial Services.
1550,1869045,1,MA,21,S2675,B,1,S,52,S,52,Instructing the Department of Higher Education to engage houses of correction & state prisons,"For legislation to instruct the board of higher education to engage house of corrections and state prisons, report the accompanying bill (Senate, No. 2675)."
1551,1892326,2,MA,21,H5107,B,1,H,51,H,51,Exempting the office of chief of police in the city of Worcester from the civil service law,Exempting the office of chief of police in the city of Worcester from the civil service law
1552,1828549,1,MA,21,H4277,B,1,H,51,H,51,Relative to vehicle recalls,Relative to vehicle recalls
1553,1739487,1,MA,21,H1517,B,1,H,51,H,51,Increasing parental involvement with childcare,Relative to the involvement of non-custodial parents in child care. The Judiciary.
1554,1738587,1,MA,21,H2140,B,1,H,51,H,51,To improve patient access to prescription medication,Relative to administering and dispensing controlled substances by certain practitioners. Public Health.
1555,1738672,1,MA,21,H2607,B,1,H,51,H,51,Regarding free tuition for students seeking a degree in criminal justice,For legislation to authorize tuition reimbursements for students seeking a degree in criminal justice. Public Service.
1556,1841504,1,MA,21,H4326,B,1,H,51,H,51,To modernize the roles and responsibilities of the victim and witness assistance board,To modernize the roles and responsibilities of the victim and witness assistance board
1557,1742816,1,MA,21,H1448,B,1,H,51,H,51,To Improve enforcement of environmental quality,"Relative to the enforcement of laws and legal regulations related to public health, environmental pollution, and environmental justice. The Judiciary."
1558,1738450,1,MA,21,H261,B,1,H,51,H,51,Relative to motor vehicle mechanics,For legislation to establish a board of examiners of motor vehicle mechanics. Consumer Protection and Professional Licensure.
1559,1735769,1,MA,21,S1498,B,1,S,52,S,52,To improve public health and safety standards in communities around aging nuclear power plants and high-level nuclear waste dump sites,For legislation to improve public health and safety standards in communities around aging nuclear power plants and high-level nuclear waste dump sites. Public Safety and Homeland Security.
1560,1853005,1,MA,21,S2686,B,1,S,52,S,52,Relative to healthy youth,Relative to healthy youth
1561,1740620,1,MA,21,H2651,B,1,H,51,H,51,Relative to the funding ratio of the public employee retirement system,Relative to the funding ratio of the public employee retirement system. Public Service.
1562,1890213,1,MA,21,H5099,B,1,H,51,H,51,Relative to property tax classification in the city of Boston,Relative to property tax classification in the city of Boston. Revenue. [Local Approval Received.]
1563,1738240,1,MA,21,H1222,B,1,H,51,H,51,To ensure uniform and transparent reporting of medical debt data,For legislation to establish an electronic system of public reporting for providers as a prerequisite condition for advancing overdue medical bills to debt collection agencies. Health Care Financing.
1564,1739358,1,MA,21,H1141,B,1,H,51,H,51,Relative to dual diagnosis treatment coverage,Relative to dual diagnosis treatment healthcare coverage. Financial Services.
1565,1783470,2,MA,21,H4175,B,1,H,51,H,51,"Designating a the Greatest Neighborhood Park, in the city of Boston, as the “Jim Campano Park""","Relative to designating the Greatest Neighborhood Park, in the West End neighborhood of the city of Boston, as the Jim Campano park. Transportation."
1566,1736328,1,MA,21,S1996,B,1,S,52,S,52,Reducing the costs for small businesses,For legislation to reduce the costs for small businesses. State Administration and Regulatory Oversight.
1567,1886648,1,MA,21,H5040,B,1,H,51,H,51,Similar Bills,Similar Bills
1568,1862671,1,MA,21,H4468,B,1,H,51,H,51,Similar Bills,Similar Bills
1569,1740386,1,MA,21,H3479,B,1,H,51,H,51,"Relative to the ""Move Over Law""","Relative to the move over law, so-called. Transportation."
1570,1750801,1,MA,21,H3663,B,1,H,51,H,51,Relative to small scale commercial development for gateway cities,For legislation to establish tax incentives for small-scale commercial development for gateway cities. Revenue.
1571,1733667,1,MA,21,S561,B,1,S,52,S,52,To ensure consistency in environment and natural resources management planning,For legislation to ensure consistency in climate adaptation management planning. Environment and Natural Resources.
1572,1738788,1,MA,21,H1283,B,1,H,51,H,51,Protecting public higher education student information,Relative to public higher education student information. Higher Education.
1573,1781170,2,MA,21,S2480,B,1,S,52,H,51,"Enabling pharmacists to prescribe, dispense and administer PrEP","Enabling pharmacists to prescribe, dispense and administer PrEP"
1574,1772040,1,MA,21,H3917,B,1,H,51,H,51,Relative to establishing a BBLLC,For legislation to establish a blockchain-based limited liability company. Economic Development and Emerging Technologies.
1575,1739704,1,MA,21,H1751,B,1,H,51,H,51,Concerning payments on personal injury protection benefit claims,Relative to payments on personal injury protection benefit claims. The Judiciary.
1576,1740426,1,MA,21,H3413,B,1,H,51,H,51,Relative to community works programs,For legislation to allow for participation in community works programs for violations of certain motor vehicle laws. Transportation.
1577,1733908,1,MA,21,S728,B,1,S,52,S,52,Making technical changes to the Betsy Lehman Center for patient safety and medical error reduction enabling statute,For legislation to make a technical changes to the Betsy Lehman Center for Patient Safety and Medical Error Reduction enabling statute. Health Care Financing.
1578,1740191,1,MA,21,H3156,B,1,H,51,H,51,Relative to municipal authority in public rights of way,"Relative to authorizing municipalities to relocate certain utility poles, wires or attachments. Telecommunications, Utilities and Energy."
1579,1736096,1,MA,21,S294,B,1,S,52,S,52,To remedy disparities in students' educational achievement,For legislation to promote the education success of court involved children. Education.
1580,1886723,1,MA,21,S2948,B,1,S,52,S,52,Making the charter of the county on Nantucket gender neutral,For legislation to make the charter of the county on Nantucket gender neutral. Municipalities and Regional Government. [Local approval received.]
1581,1794595,1,MA,21,H4232,B,1,H,51,H,51,Relative to the maximum age requirement for firefighters for the town of Bedford,"By Representative Gordon of Bedford, a petition of Kenneth I. Gordon (by vote of the town) that all positions within the government of the town of Bedford subject to the civil service law be exempt from any provisions pertaining to age limits. Public Service. [Local Approval Received.]"
1582,1775854,4,MA,21,S2433,B,1,S,52,S,52,"Establishing a sick leave bank for Jody Ricketson, an employee of the Department of Children and Families","For legislation to establish a sick leave bank for Jody Ricketson, an employee of the Department of Children and Families, reports the accompanying bill (Senate, No. 2433)."
1583,1828474,1,MA,21,H4282,B,1,H,51,H,51,Relative to defense against abusive waivers,Relative to defense against abusive waivers
1584,1737138,1,MA,21,S1733,B,1,S,52,S,52,Relative to the membership of the PRIM board,For legislation relative to the membership of the PRIM board. Public Service.
1585,1738456,1,MA,21,H180,B,1,H,51,H,51,Regarding the use of aversive therapy,"For legislation to prohibit the use of procedures which cause physical pain or deny a reasonable humane existence to persons with disabilities. Children, Families and Persons with Disabilities."
1586,1740989,1,MA,21,H1354,B,1,H,51,H,51,To create and implement a Massachusetts flexible supportive housing subsidy pool program,"For legislation to create and implement a flexible housing subsidy pool program to address the medically complex needs of disabled men, women and children experiencing homelessness. Housing."
1587,1737334,1,MA,21,S2140,B,1,S,52,S,52,Establishing off-peak charging rebates,"For legislation to establish off-peak charging rebates. Telecommunications, Utilities and Energy."
